animeID,name,title_english,type,source,producers,genre,studio,episodes,status,airing,start_date,end_date,duration,rating,score,scored_by,rank,popularity,members,favorites,premiered,broadcast
34628,Taka no Tsume x Hello Kitty ga Masaka no Collab!,,ONA,Original,Sanrio,Comedy,DLE,1.0,Finished Airing,False,2012-06-28,,1 min,G - All Ages,3.72,29,13234,13896,109,0,,
34629,MiniGARO,,ONA,Original,Tohokushinsha Film Corporation,Comedy,,2.0,Finished Airing,False,2013-07-16,,46 sec per ep,G - All Ages,4.2,35,12119,13502,128,0,,
34630,MiniGARO Manner Movie,,Movie,Original,Tohokushinsha Film Corporation,Comedy,,2.0,Finished Airing,False,2013-07-20,,2 min per ep,G - All Ages,4.36,22,12120,13633,122,0,,
34631,Aitata Bocchi,"Ouch, Chou Chou",Special,Original,,Dementia,,1.0,Finished Airing,False,2016-11-01,,11 min,PG-13 - Teens 13 or older,4.7,43,10359,12629,171,0,,
34632,Such a Good Place to Die,Such a Good Place to Die,Movie,Original,,Dementia,,1.0,Finished Airing,False,2015-03-29,,3 min,PG-13 - Teens 13 or older,5.55,63,8845,12058,212,0,,
34633,Origami of Landscape,,ONA,Original,,,,1.0,Finished Airing,False,2013-06-08,,44 sec,G - All Ages,5.26,52,9404,13484,129,0,,
34634,Sakana no Iu Koto wo Kiku,Do as the Fish Tells You,Special,Original,Geidai Animation,Dementia,,1.0,Finished Airing,False,2013-01-01,,5 min,PG-13 - Teens 13 or older,5.43,66,9103,12937,157,0,,
34636,Ballroom e Youkoso,Welcome to the Ballroom,TV,Manga,Dentsu,Comedy,Production I.G,24.0,Finished Airing,False,2017-07-09,2017-12-01,24 min per ep,PG-13 - Teens 13 or older,8.31,60452,233,670,141986,1610,Summer 2017,Sundays at 02:08 (JST)
34642,Shingeki no Bahamut: Genesis - Short Story,,ONA,Game,Cygames,Action,MAPPA,2.0,Finished Airing,False,2016-12-28,2017-02-02,9 min per ep,PG-13 - Teens 13 or older,7.15,6193,3099,3384,14694,6,,
34643,Kokekkou-san,Kokomom,TV,Picture book,Genco,Kids,,26.0,Finished Airing,False,2009-11-18,2010-05-01,26 min per ep,G - All Ages,4.92,12,11773,14288,89,0,Fall 2009,Wednesdays at 16:40 (JST)
34644,Brave Witches: Petersburg Daisenryaku,Brave Witches: Petersburg Grand Strategy,Special,Original,Nippon Columbia,Action,Silver Link.,1.0,Finished Airing,False,2017-08-25,,26 min,R+ - Mild Nudity,7.05,1727,3462,4941,5902,9,,
34647,3-gatsu no Lion Recap,Marches Comes in Like a Lion: Special Omnibus Episode,Special,Manga,Aniplex,Drama,Shaft,1.0,Finished Airing,False,2016-12-29,,25 min,PG-13 - Teens 13 or older,6.73,4589,4747,4185,8811,8,,
34651,Zenmaiji-kake no Truffe,A Clockwork Truffe,ONA,Original,,Fantasy,,2.0,Finished Airing,False,2014-03-28,2014-10-01,1 min per ep,G - All Ages,4.41,34,13758,13744,116,0,,
34652,Mochi Mochi Panda,Mochi Mochi Panda,ONA,Original,Kamio Japan,Kids,,,Currently Airing,True,2014-03-28,,1 min,G - All Ages,6.57,14,12157,12686,168,0,,
34655,I Was King,,Music,Music,Amuse,Fantasy,,1.0,Finished Airing,False,2016-12-20,,4 min,PG - Children,6.48,302,5874,10251,489,0,,
34656,Ai Uta: Since 2007,,Music,Music,Universal Music Japan,Music,,1.0,Finished Airing,False,2016-12-05,,1 min,G - All Ages,5.43,139,9083,11361,285,0,,
34657,Kawazuno Mekaridoki,,Music,Music,Universal Music Japan,Music,,1.0,Finished Airing,False,2016-11-23,,3 min,G - All Ages,5.58,69,8781,12480,181,0,,
34658,Nekopara,,OVA,Visual novel,,Comedy,Felix Film,1.0,Finished Airing,False,2017-12-22,,58 min,PG-13 - Teens 13 or older,7.11,19711,3252,1821,44612,304,,
34661,Monster Strike: Zoku Saishuu-banashi - Pandora no Hako,An Encore and Continuance: Pandora's Box,ONA,Game,Studio Hibari,Action,,1.0,Finished Airing,False,2016-12-31,,8 min,PG - Children,6.39,486,6259,7508,1886,0,,
34662,Fate/Apocrypha,,TV,Light novel,Aniplex,Action,A-1 Pictures,25.0,Finished Airing,False,2017-07-02,2017-12-03,23 min per ep,R - 17+ (violence & profanity),7.18,85561,2945,419,207677,1269,Summer 2017,Sundays at 00:00 (JST)
34664,Capsule Boy,Capsule Boy,TV,Original,,Sci-Fi,,26.0,Finished Airing,False,2016-05-15,,24 min per ep,G - All Ages,5.21,14,10595,14373,86,0,Spring 2016,Fridays at 14:30 (JST)
34665,Kemy Lang Buka Chaka,"Kemy & Buka, Chaka",TV,Original,,Adventure,,156.0,Finished Airing,False,2009-02-23,2010-02-01,9 min per ep,G - All Ages,4.67,15,11635,14430,82,0,Winter 2009,Mondays at 09:25 (JST)
34666,Kemy,Kemy,TV,Original,,Kids,,52.0,Finished Airing,False,2011-02-28,2011-08-02,11 min per ep,G - All Ages,4.64,14,11634,14575,74,0,Winter 2011,Wednesdays at 09:40 (JST)
34667,Kemy Tamheomdae,Kemy Expedition,TV,Original,,Adventure,,26.0,Finished Airing,False,2016-06-13,2016-12-01,23 min per ep,G - All Ages,4.17,12,11636,14554,75,0,Summer 2016,Unknown
34669,Ba La La Xiao Mo Xian Zhi: Feiyue Cai Ling Bao 2nd Season,Balala the Faries: Over the Rainbow,TV,Original,G.CMay Animation & Film,Comedy,,26.0,Finished Airing,False,2017-05-09,,22 min per ep,G - All Ages,5.33,27,10480,11043,334,0,Spring 2017,Not scheduled once per week
34670,Monsuto Anime,Monster Strike the Anime 2nd Season,ONA,Game,,Action,,23.0,Finished Airing,False,2017-04-01,,10 min per ep,PG - Children,6.42,795,6122,5643,4213,6,,
34673,Shin Skyers 5 EX,,Special,Unknown,,Action,,13.0,Finished Airing,False,,,24 min per ep,G - All Ages,5.0,1,12966,15297,22,0,,
34674,Hwasan Golae,The Crimson Whale,Movie,Original,Korean Academy of Film Arts,Horror,,1.0,Finished Airing,False,2015-09-10,,1 hr 10 min,R - 17+ (violence & profanity),4.5,2,11349,15244,32,0,,
34675,Chou Yuu Sekai: Being the Reality,,ONA,Web manga,Tencent Animation & Comics,Action,Asahi Production,20.0,Finished Airing,False,2017-01-12,,13 min per ep,PG-13 - Teens 13 or older,6.42,1513,6107,3908,10428,23,,
34676,Xiong Chumo Zhi: Xiari Lianlian Kan,Boonies Bears: Sunsational Summer,TV,Original,,Comedy,,52.0,Finished Airing,False,2016-02-13,,13 min per ep,PG - Children,3.88,17,13632,14424,83,0,,Unknown
34677,Xiong Chumo Zhi: Qiu Ri Tuantuanzhuan,Boonie Bears: Autumn Awesomeness,TV,Original,,Comedy,,52.0,Finished Airing,False,2016-06-09,,13 min per ep,PG - Children,4.06,18,13630,14498,79,0,,Unknown
34678,Kingsglaive: FFXV Fan Kansha Tokubetsu Movie,,ONA,Game,Square Enix,Action,,1.0,Finished Airing,False,2016-12-31,,1 min,G - All Ages,5.95,471,7856,8403,1252,0,,
34685,Kekkon Soudan Sho,,Music,Original,,Music,,1.0,Finished Airing,False,1995-07-21,,2 min,G - All Ages,4.34,35,11631,14519,77,0,,
34688,Owara Nai Chinkonka wo Utaou,,Special,Original,,Supernatural,,4.0,Finished Airing,False,2003-03-11,,2 min per ep,G - All Ages,4.31,13,12550,14613,73,0,,
34689,Owara Nai Chinkonka wo Utaou: Seinen no Uta,,ONA,Original,,Supernatural,,1.0,Finished Airing,False,2014-07-24,,11 min,G - All Ages,3.4,15,12551,14437,82,0,,
34690,Eiyuu ni wa Narenai Bokura Dakara,,Special,Original,,School,,5.0,Finished Airing,False,2003-09-02,,3 min per ep,G - All Ages,5.28,32,10868,13307,139,0,,
34691,Kyou mo Kyou to te Tape wa Mawaru,,Special,Original,,Comedy,,1.0,Finished Airing,False,2005-06-02,,4 min,G - All Ages,4.28,18,11864,14825,59,0,,
34692,Umbrella Fighter!,,Special,Original,,Slice of Life,,4.0,Finished Airing,False,2005-09-07,,3 min per ep,G - All Ages,4.5,16,13490,14711,67,0,,
34693,"Saa, Ketatamashiki Kono Hibi ni",,Special,Original,,Slice of Life,,4.0,Finished Airing,False,2006-07-05,,3 min per ep,G - All Ages,4.53,17,12801,14828,59,0,,
34694,Kimi to no Tadashii Yakusoku,,Special,Original,,Sports,,3.0,Finished Airing,False,2007-02-01,,2 min per ep,G - All Ages,4.86,14,11700,14576,74,0,,
34695,Kimi to no Tadashii Yakusoku (2007),,Special,Original,,Sports,,3.0,Finished Airing,False,2007-02-01,,2 min per ep,G - All Ages,4.79,14,11701,14638,70,0,,
34696,Anata no Katagoshi Chotto Ue,,Special,Original,,Comedy,,3.0,Finished Airing,False,2008-02-11,,3 min per ep,G - All Ages,3.67,21,10387,14632,70,0,,
34697,Shinmai,,Special,Original,,Slice of Life,,4.0,Finished Airing,False,2008-04-15,,2 min per ep,G - All Ages,4.53,17,12976,14584,74,0,,
34698,No Shiba no Shiba,No Silver Bullets,Special,Original,,Comedy,,2.0,Finished Airing,False,2009-05-26,,4 min per ep,G - All Ages,4.85,13,12361,14684,68,0,,
34699,Sukui Agete Kurenai ka,,ONA,Original,,Slice of Life,,1.0,Finished Airing,False,2014-07-26,,1 min,G - All Ages,3.52,31,13181,14347,87,0,,
34700,Bikkuriman Kids: Theme Fighter Nyander,,ONA,Other,,Kids,,4.0,Finished Airing,False,2008-08-06,2008-11-02,2 min per ep,G - All Ages,4.5,14,10520,14256,91,0,,
34701,Girls★Battle Aloe Megumi,,TV,Original,,Action,,24.0,Finished Airing,False,2008-07-01,,45 sec per ep,G - All Ages,7.22,9,11034,14514,77,0,,Unknown
34704,Hashi no Ue no Ookami,,Movie,Picture book,,Kids,Liberty Animation Studio,1.0,Finished Airing,False,,,Unknown,G - All Ages,6.43,7,11158,15070,46,0,,
34705,Tejina Shi,,Movie,Original,,Kids,Liberty Animation Studio,1.0,Finished Airing,False,,,Unknown,G - All Ages,6.8,5,13283,14797,61,0,,
34706,Hitori Shika Inai Jibun,,Movie,Original,,Historical,Liberty Animation Studio,1.0,Finished Airing,False,,,Unknown,PG - Children,4.0,9,11272,14857,57,0,,
34707,Hoshino-kun no Ni Rui-da,,Movie,Original,,Kids,Liberty Animation Studio,1.0,Finished Airing,False,,,Unknown,G - All Ages,6.88,8,11322,14872,56,0,,
34708,Kawaijuku Manavis CM,,ONA,Original,,Slice of Life,,1.0,Finished Airing,False,2016-04-20,,30 sec,G - All Ages,3.65,23,11617,14595,73,0,,
34710,Choco Kyouju no Oheya,,ONA,Original,,Comedy,,1.0,Finished Airing,False,2016-04-25,,30 sec,G - All Ages,4.55,159,10109,10316,472,0,,
34711,Benpiyaku Colace,,ONA,Original,,Slice of Life,,7.0,Finished Airing,False,2014-07-31,,24 sec per ep,G - All Ages,4.11,18,10514,14802,61,0,,
34712,Kujira no Kora wa Sajou ni Utau,Children of the Whales,TV,Manga,Bandai Visual,Drama,J.C.Staff,12.0,Finished Airing,False,2017-10-08,2017-12-02,23 min per ep,PG-13 - Teens 13 or older,7.32,42561,2389,941,104075,432,Fall 2017,Sundays at 23:00 (JST)
34716,Crocotires Traction AAA,,Movie,Original,,Sports,Polygon Pictures,1.0,Finished Airing,False,1999-01-01,,5 min,G - All Ages,5.17,104,9535,12197,200,0,,
34717,Warau Tsuki,Laughing Moon,Movie,Original,,Kids,,1.0,Finished Airing,False,2000-01-01,,6 min,G - All Ages,6.7,10,13557,14767,63,0,,
34718,Sekisou-tai,Laminated Structure,Movie,Original,,Dementia,,1.0,Finished Airing,False,1982-01-01,,Unknown,G - All Ages,5.63,8,12882,15089,44,0,,
34719,the FLY BanD!,the FLY BanD!,Special,Original,,Music,Polygon Pictures,1.0,Finished Airing,False,1998-01-01,,3 min,G - All Ages,4.38,39,13317,14173,96,1,,
34720,In Search of Axis,In Search of Axis,Special,Original,,Dementia,Polygon Pictures,3.0,Finished Airing,False,1989-01-01,,2 min per ep,G - All Ages,4.74,68,9996,13628,123,0,,
34721,Samuroid Zero,,Special,Original,,Action,Polygon Pictures,1.0,Finished Airing,False,2005-01-01,,2 min,PG-13 - Teens 13 or older,4.84,92,9920,12341,190,0,,
34722,Shiseido HG Super Hard,,Special,Original,,Comedy,Polygon Pictures,6.0,Finished Airing,False,1995-01-01,,15 sec per ep,G - All Ages,4.92,24,12999,14457,81,0,,
34723,Youjo Shenki Episode 0,,ONA,Light novel,,Parody,Studio PuYUKAI,1.0,Finished Airing,False,2017-01-06,,2 min,G - All Ages,6.04,4036,7628,4319,8240,7,,
34724,Junlin Chengxia,The Man From; The Arrival of the Monarch,ONA,Web manga,Tencent Animation & Comics,Comedy,Haoliners Animation League,13.0,Finished Airing,False,2016-11-05,2016-12-02,14 min per ep,PG-13 - Teens 13 or older,6.38,29,11482,11769,236,3,,
34725,Kaito x Ansa,Kaito x Ansa,TV,Original,Pony Canyon,Game,Tengu Kobo,12.0,Finished Airing,False,2017-07-12,2017-09-02,7 min per ep,PG-13 - Teens 13 or older,5.09,148,9654,6375,3112,3,Summer 2017,Wednesdays at 20:10 (JST)
34726,Minna no Okayama-ken,,ONA,Original,,Slice of Life,,,Currently Airing,True,2015-07-01,,3 min,G - All Ages,4.56,9,12129,14189,94,0,,
34733,One Room Special,,Special,Original,,Slice of Life,Typhoon Graphics,1.0,Finished Airing,False,2017-05-26,,4 min,PG-13 - Teens 13 or older,5.43,4151,9099,4125,9183,7,,
34734,"Minami Kamakura Koukou Joshi Jitenshabu: Kita yo, Taiwan!",kura High School Girls Cycling Club: We're In Taiwan!!,Special,Manga,Genco,Sports,J.C.Staff,1.0,Finished Airing,False,2017-05-15,,23 min,PG-13 - Teens 13 or older,6.5,1165,5796,6864,2510,2,,
34738,Sengoku Choujuu Giga: Otsu,SENGOKUCHOJYUGIGA,TV,Original,King Records,Historical,ILCA,13.0,Finished Airing,False,2017-01-15,,3 min per ep,PG-13 - Teens 13 or older,5.9,1060,8000,7176,2181,0,Winter 2017,Sundays at 01:57 (JST)
34741,Tomica Hyper Rescue Drive Head: Kidou Kyuukyuu Keisatsu (TV),,TV,Other,TBS,Adventure,OLM,37.0,Finished Airing,False,2017-04-15,2017-12-02,24 min per ep,PG - Children,5.85,48,13379,9991,558,0,Spring 2017,Saturdays at 07:00 (JST)
34742,Youjo Shenki,Youjo Shenki,ONA,Light novel,,Military,Studio PuYUKAI,12.0,Finished Airing,False,2017-01-10,,2 min per ep,G - All Ages,6.78,4664,4537,3822,10961,29,,
34743,Shita-kiri Suzume (1974),The Sparrow with the Slit Tongue,Movie,Other,Gakken,Historical,,1.0,Finished Airing,False,1974-01-01,,18 min,G - All Ages,4.58,19,13004,14295,89,0,,
34744,Kumo no Gakkou,,Movie,Novel,,Slice of Life,,1.0,Finished Airing,False,2005-05-22,,1 hr 30 min,G - All Ages,5.88,8,11832,14399,84,0,,
34745,Mahoujin Guruguru (2017),Magical Circle,TV,Manga,TV Tokyo,Adventure,Production I.G,24.0,Finished Airing,False,2017-07-11,2017-12-02,24 min per ep,PG-13 - Teens 13 or older,7.93,6116,659,2768,21975,189,Summer 2017,Wednesdays at 01:35 (JST)
34746,Fussa Shi PR Anime,Fussa City Promotion Animation,ONA,Original,,Slice of Life,,,Currently Airing,True,2017-01-09,,4 min,G - All Ages,4.63,43,10940,11206,306,0,,
34751,Blood Lad: Kanketsu Kinen,,ONA,Manga,,Music,"""Brains Base""",1.0,Finished Airing,False,2017-01-11,,1 min,PG-13 - Teens 13 or older,6.58,2743,5431,3718,11692,4,,
34753,ChäoS;Child Episode 0,ChäoS;Child Episode 0,Special,Visual novel,,Sci-Fi,Silver Link.,1.0,Finished Airing,False,2017-01-11,,23 min,R - 17+ (violence & profanity),6.35,7993,6406,3262,15903,9,,
34754,Rilu Rilu Fairilu: Yousei no Door,,TV,Original,,Slice of Life,Studio Deen,59.0,Finished Airing,False,2016-02-06,2017-03-02,24 min per ep,G - All Ages,6.68,149,4991,8094,1427,9,Winter 2016,Saturdays at 07:00 (JST)
34755,Kuma no Gakkou: Patissier Jackie to Ohisama no Sweets,,Movie,Picture book,Toho,Comedy,,1.0,Finished Airing,False,2017-08-25,,30 min,G - All Ages,6.33,6,11826,13797,113,0,,
34756,Fuusen Inu Tinny: Nandaka Fushigi na - Kyouryuu no Kuni,,Movie,Picture book,NHK,Adventure,Craftar Studios,1.0,Finished Airing,False,2017-08-25,,49 min,G - All Ages,5.29,7,10949,13846,110,0,,
34757,Town Workers,TOWN WORKERS,ONA,Original,,Slice of Life,Rockwell Eyes,3.0,Finished Airing,False,2014-09-18,,6 min per ep,PG-13 - Teens 13 or older,6.0,53,7742,11436,272,0,,
34762,Chen-Kuro Gakuen,,Movie,Game,,Comedy,,3.0,Finished Airing,False,2016-12-03,2017-02-01,3 min per ep,G - All Ages,5.53,73,8874,9789,611,0,,
34763,Kine-Pass Gekijou,,Movie,Game,,Comedy,,3.0,Finished Airing,False,2016-11-26,,30 sec per ep,G - All Ages,4.4,45,11706,10432,447,0,,
34764,Kuro-Nikuru Girls,,ONA,Game,,Comedy,,3.0,Finished Airing,False,2016-12-16,2017-02-02,3 min per ep,G - All Ages,5.44,58,9068,10004,552,1,,
34765,Chein Kuro-Nikuru!!,,Special,Game,Studio PuYUKAI,Comedy,,12.0,Finished Airing,False,2017-01-08,,30 sec per ep,G - All Ages,5.4,89,9155,9473,722,0,,
34766,Elsword: Ain-ui Gieog Animation,,ONA,Game,,Action,DR Movie,1.0,Finished Airing,False,2016-12-12,,4 min,G - All Ages,6.39,559,6242,7263,2096,1,,
34771,Dynamic Chord,Dynamic Chord,TV,Visual novel,TBS,Music,Studio Pierrot,12.0,Finished Airing,False,2017-10-06,2017-12-02,24 min per ep,PG-13 - Teens 13 or older,4.67,831,10042,4798,6290,13,Fall 2017,Fridays at 01:58 (JST)
34776,Eureka Seven AO Final Episode: One More Time - Lord Don't Slow Me Down,,ONA,Manga,,Action,Bones,5.0,Finished Airing,False,2017-01-10,,4 min per ep,PG-13 - Teens 13 or older,6.76,934,4609,5559,4370,1,,
34777,91 Days Special,,Special,Original,,Action,Shuka,1.0,Finished Airing,False,2017-07-05,,24 min,R - 17+ (violence & profanity),6.9,11459,4001,2696,22944,14,,
34782,Tama Pawns,Tama-Pawns,ONA,Original,,Comedy,Tsukimidou,6.0,Finished Airing,False,2017-01-27,,4 min per ep,PG-13 - Teens 13 or older,5.81,52,8250,10796,375,0,,
34784,Kuroko no Basket: Oshaberi Shiyou ka,,Special,Unknown,,Comedy,Production I.G,1.0,Finished Airing,False,2017-01-27,,16 min,PG-13 - Teens 13 or older,7.15,1893,3084,4455,7642,6,,
34785,Tamashichi!,,ONA,Original,,Slice of Life,C2C,1.0,Finished Airing,False,2015-08-06,,3 min,G - All Ages,4.95,43,13254,13920,107,0,,
34787,Idol Time PriPara,,TV,Game,TV Tokyo,Music,Tatsunoko Production,51.0,Finished Airing,False,2017-04-04,2018-03-02,24 min per ep,PG - Children,7.26,458,2622,6433,3037,35,Spring 2017,Tuesdays at 17:55 (JST)
34790,Shin Biofermin S,,Special,Other,,Slice of Life,,1.0,Finished Airing,False,2016-12-22,,15 sec,G - All Ages,4.67,18,12949,14146,96,0,,
34792,Yoake Tsugeru Lu no Uta,Lu Over the Wall,Movie,Original,Fuji TV,Adventure,Science SARU,1.0,Finished Airing,False,2017-05-19,,1 hr 57 min,G - All Ages,7.5,4852,1681,3065,17912,63,,
34794,Yukai na Animal Bus,Funny Animal Bus,TV,Original,,Comedy,TMS Entertainment,12.0,Finished Airing,False,2017-01-08,2017-03-02,1 min per ep,G - All Ages,5.2,10,13715,13421,132,0,Winter 2017,Unknown
34796,Servamp: Hai ni Mamireta Shoukei - All the world's a stage,,Special,Unknown,,Comedy,,1.0,Finished Airing,False,2017-01-25,,4 min,R - 17+ (violence & profanity),7.19,790,2921,4771,6409,12,,
34798,Yuru Camp△,Laid-Back Camp,TV,Manga,AT-X,Slice of Life,C-Station,12.0,Finished Airing,False,2018-01-04,2018-03-02,23 min per ep,PG-13 - Teens 13 or older,8.33,66236,221,586,161133,2969,Winter 2018,Thursdays at 23:00 (JST)
34799,PriPri Chii-chan!!,PriPri Chi-chan!!,TV,Manga,,Sci-Fi,OLM,36.0,Finished Airing,False,2017-04-15,2017-12-01,12 min per ep,G - All Ages,6.23,447,6941,7132,2233,6,Spring 2017,Saturdays at 06:30 (JST)
34800,Action Heroine Cheer Fruits,Action Heroine Cheer Fruits,TV,Original,TBS,Comedy,Diomedea,12.0,Finished Airing,False,2017-07-07,2017-09-02,24 min per ep,PG-13 - Teens 13 or older,6.57,2514,5467,4093,9367,14,Summer 2017,Fridays at 02:28 (JST)
34802,Cobalt World,,Music,Music,Sony Music Entertainment,Music,,1.0,Finished Airing,False,2016-12-14,,4 min,G - All Ages,6.5,710,5773,7708,1711,0,,
34812,ViVid Strike! Specials,,Special,Original,,Action,Seven Arcs Pictures,3.0,Finished Airing,False,2017-01-25,2017-03-02,18 min per ep,PG-13 - Teens 13 or older,6.78,1550,4535,5524,4456,7,,
34813,Susume! Godzilland,Recommend! Godzilland,OVA,Unknown,Gakken,Comedy,,4.0,Finished Airing,False,1994-01-01,,25 min per ep,PG - Children,5.62,39,13197,13079,150,0,,
34815,Ningyohime,The Little Mermaid,Movie,Book,Gakken,Kids,,1.0,Finished Airing,False,1974-01-01,,18 min,G - All Ages,5.85,20,12337,14206,93,0,,
34817,Zo Zo Zo Zombie-kun,,ONA,Manga,,Comedy,,2.0,Finished Airing,False,2017-03-18,2017-03-02,3 min per ep,PG - Children,4.51,37,13803,13745,117,0,,
34818,Sakura Internet,,ONA,Original,,Drama,White Fox,1.0,Finished Airing,False,2017-01-26,,3 min,PG-13 - Teens 13 or older,5.74,846,8409,6125,3438,1,,
34820,Mazinger Z Movie: Infinity,,Movie,Manga,Warner Music Japan,Action,Toei Animation,1.0,Finished Airing,False,2018-01-13,,1 hr 35 min,PG-13 - Teens 13 or older,6.86,1336,4178,5741,4045,9,,
34822,Tsuki ga Kirei,Tsukigakirei,TV,Original,Sotsu,Romance,feel.,12.0,Finished Airing,False,2017-04-07,2017-06-03,24 min per ep,PG-13 - Teens 13 or older,8.31,94414,245,425,206730,4009,Spring 2017,Fridays at 00:00 (JST)
34823,Souryo to Majiwaru Shikiyoku no Yoru ni...,On a Lustful Night Mingling with a Priest,TV,Manga,Kujou-kun no Bonnou wo Mimamoru-kai,Drama,Seven,12.0,Finished Airing,False,2017-04-03,2017-06-01,3 min per ep,R+ - Mild Nudity,4.64,9217,10067,2360,28972,80,Spring 2017,Mondays at 01:00 (JST)
34825,Keppeki Danshi! Aoyama-kun,Clean Freak! Aoyama-kun,TV,Manga,Sotsu,Comedy,Studio Hibari,12.0,Finished Airing,False,2017-07-03,2017-09-01,23 min per ep,PG-13 - Teens 13 or older,7.05,27955,3477,1351,68555,140,Summer 2017,Sundays at 00:00 (JST)
34826,Maple Town Monogatari (Movie),,Movie,Unknown,,Slice of Life,Toei Animation,1.0,Finished Airing,False,1986-07-12,,26 min,G - All Ages,6.0,20,12026,13590,124,0,,
34830,Dance with Devils: Fortuna,,Movie,Original,DIVE II Entertainment,Harem,"""Brains Base""",1.0,Finished Airing,False,2017-11-04,,2 hr,R - 17+ (violence & profanity),6.87,352,4129,3966,10091,38,,
34831,Hanitarou Desu.,,TV,Manga,TV Asahi,Slice of Life,Toei Animation,70.0,Finished Airing,False,1997-10-06,1998-01-02,5 min per ep,G - All Ages,5.8,10,11140,14328,87,0,Fall 1997,Unknown
34834,Hina Logi: From Luck & Logic,Hina Logic – from Luck & Logic,TV,Card game,Bandai Visual,Action,Doga Kobo,12.0,Finished Airing,False,2017-07-01,2017-09-02,23 min per ep,PG-13 - Teens 13 or older,6.76,5206,4618,3008,18576,43,Summer 2017,Saturdays at Unknown
34835,Crayon Shin-chan Gaiden: Kazokuzure Ookami,,ONA,Manga,,Action,,13.0,Finished Airing,False,2017-02-22,2017-05-01,7 min per ep,G - All Ages,6.72,115,4797,9827,598,0,,
34836,Future Card Buddyfight Battsu,Future Card Buddyfight X,TV,Card game,Dentsu,Game,Xebec,52.0,Finished Airing,False,2017-04-01,2018-03-03,23 min per ep,PG - Children,6.32,348,6553,7958,1520,8,Spring 2017,Saturdays at 08:00 (JST)
34839,Sanrio Danshi,Sanrio Boys,TV,Original,Pony Canyon,Slice of Life,Studio Pierrot,12.0,Finished Airing,False,2018-01-06,2018-03-02,24 min per ep,PG-13 - Teens 13 or older,6.65,7095,5128,2550,25290,85,Winter 2018,Saturdays at 22:00 (JST)
34840,Kitsune Tsuki,Fox Fears,Movie,Original,,Kids,,1.0,Finished Airing,False,2015-01-01,,7 min,G - All Ages,6.09,85,7451,12499,180,0,,
34841,Haruniwa Ie no 3 Nin-me,,TV,Manga,TV Asahi,Slice of Life,Toei Animation,45.0,Finished Airing,False,1998-01-23,1998-03-02,3 min per ep,G - All Ages,6.78,9,11156,13931,107,0,Winter 1998,Unknown
34843,Ponkotsu Quest x Monsterz,,ONA,Other,,Comedy,,3.0,Finished Airing,False,2014-05-25,2014-05-02,2 min per ep,PG - Children,5.53,19,12662,13503,128,0,,
34844,Ponkotsu Quest x Gatchaman Special,,ONA,Other,VAP,Comedy,,1.0,Finished Airing,False,2014-03-02,,4 min,G - All Ages,5.32,31,12661,11860,227,0,,
34845,Ponkotsu Quest Specials,,ONA,Original,VAP,Comedy,Pie in the sky,,Currently Airing,True,2014-03-13,,2 min,G - All Ages,6.08,13,12660,13315,137,0,,
34847,Ponkotsu Quest: Maou to Haken no Mamono-tachi Specials,,Special,Original,VAP,Comedy,,,Currently Airing,True,2015-12-23,,4 min,PG - Children,6.38,13,12664,13416,132,0,,
34848,Saga-ken wo Meguru Animation (2017),,Movie,Original,Pony Canyon,Slice of Life,TMS Entertainment,2.0,Finished Airing,False,2017-03-11,,12 min per ep,G - All Ages,6.08,121,7496,10070,534,2,,
34849,Konohana no Sakuya Mori,Forest this flower bloom,Movie,Original,,Dementia,Tomoyasu Murata Company,1.0,Finished Airing,False,2014-01-01,,11 min,G - All Ages,5.93,76,7904,12166,202,0,,
34850,This Is My House,Sugar Lump,Movie,Original,,Comedy,,1.0,Finished Airing,False,2015-11-01,,13 min,None,6.0,1,13335,15321,19,0,,
34851,Kaibutsu Gakushou,Notes on Monstropedia,Movie,Original,,Dementia,Yamamura Animation,1.0,Finished Airing,False,2016-11-01,,6 min,G - All Ages,6.0,14,11524,12984,155,0,,
34852,Pikaia!!,,TV,Original,,Slice of Life,,13.0,Finished Airing,False,2017-02-26,2017-05-02,15 min per ep,G - All Ages,5.2,40,12628,11582,258,0,Winter 2017,Unknown
34855,Gabriel DropOut Specials,,Special,Manga,,Comedy,Doga Kobo,2.0,Finished Airing,False,2017-03-24,2017-05-02,15 min per ep,PG-13 - Teens 13 or older,7.76,17707,968,2201,32965,44,,
34856,Cluster A,Cluster A,Music,Music,,Music,,1.0,Finished Airing,False,2016-05-13,,3 min,G - All Ages,5.54,73,8854,13100,148,0,,
34857,Everyday Affair,Everyday Affair,Music,Music,,Music,,1.0,Finished Airing,False,2015-12-28,,3 min,G - All Ages,5.59,58,8755,13927,107,0,,
34858,Toward Morning,Toward Morning,Music,Original,,Music,,1.0,Finished Airing,False,2015-04-25,,4 min,G - All Ages,5.33,48,13409,14079,100,0,,
34859,Tick Tock,,Music,Music,,Music,,1.0,Finished Airing,False,2012-07-25,,2 min,G - All Ages,4.89,37,13342,14565,75,0,,
34860,Dance XX,Dance XX,Music,Original,,Music,,1.0,Finished Airing,False,2015-10-07,,4 min,G - All Ages,5.69,50,8524,14153,95,0,,
34861,Palladium: siroPd Motion Collective,,Music,Original,,Music,,5.0,Finished Airing,False,2014-04-06,,2 min per ep,G - All Ages,5.76,33,12567,14561,75,0,,
